chrom,chrom_len,start_pos,end_pos,rec_prob
1,274287863,11320970,11379817,5.884799999999885e-4
1,274287863,11379818,11411932,3.2115000000000615e-4
1,274287863,11411933,11684450,0.0027251800000000076
1,274287863,11684451,12374758,0.006903079999999992
1,274287863,12374759,12389746,1.49880000000005e-4
1,274287863,12389747,12578864,0.0018911800000000062
1,274287863,12578865,12591535,1.267100000000021e-4
1,274287863,12591536,12629436,3.790099999999852e-4
1,274287863,12629437,12648838,1.940199999999892e-4
1,274287863,12648839,12694912,4.60740000000015e-4
1,274287863,12694913,12707679,1.276699999999964e-4
1,274287863,12707680,12742491,3.481200000000073e-4
1,274287863,12742492,12870888,0.0012839699999999954
1,274287863,12870889,12894110,2.322200000000052e-4
1,274287863,12894111,12927305,3.319499999999975e-4
1,274287863,12927306,13065097,0.0013779200000000047
1,274287863,13065098,13163823,9.872599999999898e-4
1,274287863,13163824,13185181,2.1358000000001875e-4
1,274287863,13185182,13274747,8.956599999999926e-4
1,274287863,13274748,13394041,0.0011929400000000034
1,274287863,13394042,13531870,0.0013782899999999765
1,274287863,13531871,13551055,1.9185000000002117e-4
1,274287863,13551056,13568880,1.7824999999999092e-4
1,274287863,13568881,13583706,1.482599999999834e-4
1,274287863,13583707,13601168,1.746200000000142e-4
1,274287863,13601169,13639698,3.853000000000051e-4
1,274287863,13639699,13703776,6.407800000000075e-4
1,274287863,13703777,14025323,0.003215469999999998
1,274287863,14025324,14117266,9.194299999999989e-4
1,274287863,14117267,14135085,1.7818999999999474e-4
1,274287863,14135086,14224120,8.903499999999842e-4
1,274287863,14224121,14379959,0.0015583900000000206
1,274287863,14379960,14456261,7.630200000000031e-4
1,274287863,14456262,14492574,3.631299999999893e-4
1,274287863,14492575,14553063,6.048899999999968e-4
1,274287863,14553064,14590859,3.779600000000105e-4
1,274287863,14590860,14712880,0.0012202099999999994
1,274287863,14712881,14767132,5.425199999999908e-4
1,274287863,14767133,14958478,0.0019134600000000057
1,274287863,14958479,15091245,0.001327670000000003
1,274287863,15091246,15143196,5.195100000000008e-4
1,274287863,15143197,15189308,4.611200000000093e-4
1,274287863,15189309,15213029,2.372099999999877e-4
1,274287863,15213030,15283512,7.048299999999896e-4
1,274287863,15283513,15364579,8.106700000000133e-4
1,274287863,15364580,15424518,5.993900000000052e-4
1,274287863,15424519,15456727,3.220899999999971e-4
1,274287863,15456728,15545900,8.917299999999795e-4
1,274287863,15545901,15672580,0.0012668000000000124
1,274287863,15672581,15728667,5.608699999999911e-4
1,274287863,15728668,15734902,6.235000000001656e-5
1,274287863,15734903,15747889,1.2987000000000415e-4
1,274287863,15747890,15886878,0.001389889999999977
1,274287863,15886879,15970425,8.354700000000048e-4
1,274287863,15970426,16366131,0.003957060000000012
1,274287863,16366132,16464127,9.79960000000002e-4
1,274287863,16464128,16498257,3.4129999999998883e-4
1,274287863,16498258,16553896,5.563900000000177e-4
1,274287863,16553897,16589906,3.6009999999997433e-4
1,274287863,16589907,16698688,0.001087820000000017
1,274287863,16698689,16723963,2.5274999999999603e-4
1,274287863,16723964,16764782,4.081900000000027e-4
1,274287863,16764783,16890642,0.0012585999999999986
1,274287863,16890643,16903857,1.3214999999999755e-4
1,274287863,16903858,17090527,0.0018667000000000267
1,274287863,17090528,17241497,0.001509699999999975
1,274287863,17241498,17258006,1.6509000000000662e-4
1,274287863,17258007,17535213,0.0027720699999999876
1,274287863,17535214,17549870,1.4656999999998477e-4
1,274287863,17549871,17581057,3.1187000000001963e-4
1,274287863,17581058,17624789,4.3731999999999105e-4
1,274287863,17624790,17702032,7.724299999999906e-4
1,274287863,17702033,18058312,0.0035628000000000326
1,274287863,18058313,18100499,4.2186999999999086e-4
1,274287863,18100500,18453112,0.003526130000000016
1,274287863,18453113,18614836,0.001617239999999992
1,274287863,18614837,18748260,0.0013342399999999588
1,274287863,18748261,18803004,5.474400000000379e-4
1,274287863,18803005,18966040,0.0016303599999999974
1,274287863,18966041,19011707,4.5666999999999236e-4
1,274287863,19011708,19096406,8.469900000000197e-4
1,274287863,19096407,19141122,4.4715999999997424e-4
1,274287863,19141123,19191119,4.999700000000162e-4
1,274287863,19191120,19431800,0.0024068099999999815
1,274287863,19431801,19488194,5.639400000000128e-4
1,274287863,19488195,19542020,5.382600000000126e-4
1,274287863,19542021,19691400,0.0014937999999999896
1,274287863,19691401,19928872,0.002374719999999969
1,274287863,19928873,19979554,5.068200000000189e-4
1,274287863,19979555,20097655,0.00118101000000001
1,274287863,20097656,20147940,5.028499999999714e-4
1,274287863,20147941,20358391,0.0021045100000000316
1,274287863,20358392,20370446,1.2054999999999705e-4
1,274287863,20370447,20401835,3.1388999999998335e-4
1,274287863,20401836,20482714,8.087900000000314e-4
1,274287863,20482715,20780701,0.0029798699999999956
1,274287863,20780702,20793251,1.255000000000006e-4
1,274287863,20793252,20859637,6.638599999999883e-4
1,274287863,20859638,20999889,0.0014025199999999904
1,274287863,20999890,21301526,0.0030163699999999904
1,274287863,21301527,21341446,3.992000000000162e-4
1,274287863,21341447,21395656,5.420999999999898e-4
1,274287863,21395657,21427948,3.229200000000043e-4
1,274287863,21427949,21612345,0.001843970000000028
1,274287863,21612346,21640950,2.8604999999998215e-4
1,274287863,21640951,21897120,0.0025617
1,274287863,21897121,21962172,6.505199999999878e-4
1,274287863,21962173,22159747,0.0019757499999999983
1,274287863,22159748,22280467,0.0012072000000000194
1,274287863,22280468,22292508,1.2041000000001523e-4
1,274287863,22292509,22728315,0.004358069999999964
1,274287863,22728316,22794656,6.634100000000032e-4
1,274287863,22794657,22803452,8.795999999999804e-5
1,274287863,22803453,22829115,2.5663000000003544e-4
1,274287863,22829116,22921945,9.28299999999993e-4
1,274287863,22921946,23347073,0.004251279999999996
1,274287863,23347074,23690032,0.0034295899999999824
1,274287863,23690033,23841955,0.0015192299999999825
1,274287863,23841956,23853212,1.1257000000000628e-4
1,274287863,23853213,24260803,0.004075910000000016
1,274287863,24260804,24283182,2.237900000000015e-4
1,274287863,24283183,24374340,9.115799999999952e-4
1,274287863,24374341,25128360,0.007540199999999997
1,274287863,25128361,25474797,0.0034643699999999944
1,274287863,25474798,25480655,5.857999999997476e-5
1,274287863,25480656,25770594,0.0028993900000000017
1,274287863,25770595,25948260,0.001776660000000041
1,274287863,25948261,26247570,0.002993099999999971
1,274287863,26247571,26316436,6.886600000000076e-4
1,274287863,26316437,26364113,4.7677000000001524e-4
1,274287863,26364114,26631978,0.0026786500000000046
1,274287863,26631979,26792842,0.0016086399999999945
1,274287863,26792843,26823253,3.041100000000241e-4
1,274287863,26823254,26904581,8.132799999999718e-4
1,274287863,26904582,27032086,0.0012750499999999998
1,274287863,27032087,27052952,2.0866000000002716e-4
1,274287863,27052953,27098017,4.506499999999414e-4
1,274287863,27098018,27248937,0.0015092000000000438
1,274287863,27248938,27346475,9.753800000000257e-4
1,274287863,27346476,27528957,0.0018248199999999493
1,274287863,27528958,27550386,2.1429000000000586e-4
1,274287863,27550387,27620041,6.96550000000018e-4
1,274287863,27620042,27750374,0.0013033299999999914
1,274287863,27750375,27828143,7.776899999999975e-4
1,274287863,27828144,27871723,4.357999999999862e-4
1,274287863,27871724,27900732,2.900900000000206e-4
1,274287863,27900733,28029760,0.001290279999999977
1,274287863,28029761,28539850,0.005100900000000019
1,274287863,28539851,28683128,0.0014327800000000224
1,274287863,28683129,28708145,2.501699999999385e-4
1,274287863,28708146,28721626,1.3481000000004073e-4
1,274287863,28721627,28772718,5.109200000000258e-4
1,274287863,28772719,28799513,2.679499999999613e-4
1,274287863,28799514,29063748,0.0026423500000000155
1,274287863,29063749,29071678,7.930000000000437e-5
1,274287863,29071679,29089809,1.813099999999901e-4
1,274287863,29089810,29114982,2.5173000000000556e-4
1,274287863,29114983,29314741,0.0019975899999999935
1,274287863,29314742,29411561,9.681999999999746e-4
1,274287863,29411562,29483994,7.243299999999953e-4
1,274287863,29483995,29516197,3.220300000000287e-4
1,274287863,29516198,29565977,4.977999999999927e-4
1,274287863,29565978,29582215,1.623800000000175e-4
1,274287863,29582216,29754066,0.0017185100000000064
1,274287863,29754067,29938328,0.0018426199999999615
1,274287863,29938329,29959197,2.0869000000001137e-4
1,274287863,29959198,30092782,0.0013358500000000273
1,274287863,30092783,30148658,5.587599999999915e-4
1,274287863,30148659,30217614,6.895600000000335e-4
1,274287863,30217615,30279260,6.164599999999854e-4
1,274287863,30279261,30636205,0.003569449999999974
1,274287863,30636206,30991144,0.0035493899999999856
1,274287863,30991145,31072531,8.138700000000498e-4
1,274287863,31072532,31202486,0.0012995499999999827
1,274287863,31202487,31528593,0.003261069999999977
1,274287863,31528594,31784414,0.002558210000000005
1,274287863,31784415,31806985,2.2570999999999009e-4
1,274287863,31806986,31829420,2.2434999999998428e-4
1,274287863,31829421,31955676,0.0012625600000000237
1,274287863,31955677,32140195,0.0018451899999999966
1,274287863,32140196,32179678,3.9483000000001267e-4
1,274287863,32179679,32285547,0.0010586900000000288
1,274287863,32285548,32355789,7.024199999999814e-4
1,274287863,32355790,32590325,0.002345359999999963
1,274287863,32590326,32869607,0.002792820000000029
1,274287863,32869608,33276976,0.004073689999999963
1,274287863,33276977,33483411,0.0020643499999999926
1,274287863,33483412,33573103,8.969200000000788e-4
1,274287863,33573104,33593174,2.0070999999993733e-4
1,274287863,33593175,33620793,2.761900000000095e-4
1,274287863,33620794,33819184,0.001983910000000033
1,274287863,33819185,34025396,0.0020621200000000006
1,274287863,34025397,34280640,0.0025524399999999337
1,274287863,34280641,34609595,0.00328955000000003
1,274287863,34609596,35058376,0.0044878100000000365
1,274287863,35058377,35202142,0.0014376600000000073
1,274287863,35202143,35457735,0.002555929999999984
1,274287863,35457736,35471553,1.3817999999998776e-4
1,274287863,35471554,35486099,1.4546000000004167e-4
1,274287863,35486100,35549707,6.360799999999278e-4
1,274287863,35549708,35825276,0.002755690000000033
1,274287863,35825277,36106076,0.0028080000000000327
1,274287863,36106077,36403970,0.0029789399999999855
1,274287863,36403971,36587060,0.0018308999999999687
1,274287863,36587061,36657204,7.014399999999976e-4
1,274287863,36657205,36872061,0.0021485700000000163
1,274287863,36872062,37001580,0.001295189999999946
1,274287863,37001581,37077667,7.608700000000246e-4
1,274287863,37077668,37261336,0.0018366900000000297
1,274287863,37261337,37401594,0.0014025800000000421
1,274287863,37401595,37619555,0.002179609999999943
1,274287863,37619556,37634135,1.4580000000002924e-4
1,274287863,37634136,37729946,9.581099999999565e-4
1,274287863,37729947,38448574,0.007186280000000045
1,274287863,38448575,38613052,0.0016447800000000123
1,274287863,38613053,39187510,0.005744579999999999
1,274287863,39187511,39591649,0.0040413899999999225
1,274287863,39591650,39727198,0.0013554900000000702
1,274287863,39727199,41214493,0.01487294999999994
1,274287863,41214494,43006479,0.01791986000000001
1,274287863,43006480,43612612,0.006061330000000031
1,274287863,43612613,44512430,0.008998180000000022
1,274287863,44512431,46947864,0.024354339999999974
1,274287863,46947865,47567349,0.006194849999999974
1,274287863,47567350,47662910,9.556099999999956e-4
1,274287863,47662911,47954023,0.0029111300000000395
1,274287863,47954024,47989072,3.504899999999811e-4
1,274287863,47989073,48142676,0.0015360400000000163
1,274287863,48142677,48212404,6.972799999999668e-4
1,274287863,48212405,48988752,0.007763479999999989
1,274287863,48988753,49632560,0.006438080000000013
1,274287863,49632561,49689183,5.662300000000009e-4
1,274287863,49689184,50037586,0.003484030000000027
1,274287863,50037587,50253674,0.0021608799999999206
1,274287863,50253675,50374052,0.0012037800000000987
1,274287863,50374053,52165770,0.017917179999999977
1,274287863,52165771,53037420,0.008716500000000016
1,274287863,53037421,53441222,0.0040380199999999755
1,274287863,53441223,54698952,0.012577300000000013
1,274287863,54698953,54730582,3.162999999999361e-4
1,274287863,54730583,55353546,0.006229640000000036
1,274287863,55353547,56151299,0.00797753000000001
1,274287863,56151300,56175054,2.375500000000308e-4
1,274287863,56175055,57004290,0.008292359999999999
1,274287863,57004291,57038429,3.41389999999997e-4
1,274287863,57038430,57069421,3.0991999999996356e-4
1,274287863,57069422,57170668,0.001012470000000043
1,274287863,57170669,57377646,0.00206977999999991
1,274287863,57377647,57698755,0.003211090000000083
1,274287863,57698756,57873684,0.0017492899999999034
1,274287863,57873685,58064401,0.001907170000000069
1,274287863,58064402,59406942,0.013425409999999971
1,274287863,59406943,59491383,8.444100000000176e-4
1,274287863,59491384,60610639,0.011192560000000018
1,274287863,60610640,60808167,0.0019752800000000237
1,274287863,60808168,60912826,0.0010465899999999584
1,274287863,60912827,61200457,0.002876309999999993
1,274287863,61200458,61270731,7.02740000000035e-4
1,274287863,61270732,61400438,0.0012970700000000113
1,274287863,61400439,62042316,0.006418779999999957
1,274287863,62042317,63012075,0.009697590000000034
1,274287863,63012076,64395202,0.013831269999999951
1,274287863,64395203,64745294,0.0035009200000000185
1,274287863,64745295,65337586,0.005922920000000054
1,274287863,65337587,65474177,0.0013659099999999702
1,274287863,65474178,65537992,6.38150000000004e-4
1,274287863,65537993,66114129,0.005761370000000099
1,274287863,66114130,66970456,0.0085632699999999
1,274287863,66970457,67187528,0.0021707199999999593
1,274287863,67187529,67212716,2.5188000000009314e-4
1,274287863,67212717,67248505,3.578899999998608e-4
1,274287863,67248506,67278674,3.016900000000211e-4
1,274287863,67278675,67389397,0.0011072300000001256
1,274287863,67389398,67606390,0.0021699299999999866
1,274287863,67606391,67860459,0.002540690000000012
1,274287863,67860460,68010353,0.0014989399999998376
1,274287863,68010354,68131236,0.0012088300000001606
1,274287863,68131237,68352762,0.002215259999999941
1,274287863,68352763,69015932,0.006631700000000018
1,274287863,69015933,69353893,0.0033796099999999774
1,274287863,69353894,69551184,0.0019729100000001054
1,274287863,69551185,71346756,0.017955719999999897
1,274287863,71346757,71407293,6.053699999999385e-4
1,274287863,71407294,71563587,0.0015629400000000127
1,274287863,71563588,71667637,0.0010404999999999998
1,274287863,71667638,72428453,0.007608160000000086
1,274287863,72428454,72960619,0.005321659999999895
1,274287863,72960620,73119231,0.0015861200000000242
1,274287863,73119232,73318663,0.001994320000000105
1,274287863,73318664,73728305,0.0040964199999999895
1,274287863,73728306,73806962,7.865699999999309e-4
1,274287863,73806963,73854589,4.7627000000005637e-4
1,274287863,73854590,73892229,3.7639999999994345e-4
1,274287863,73892230,73957763,6.553400000000043e-4
1,274287863,73957764,74615237,0.006574739999999912
1,274287863,74615238,74776040,0.0016080300000000936
1,274287863,74776041,75645286,0.008692460000000013
1,274287863,75645287,75799912,0.0015462600000000215
1,274287863,75799913,76397222,0.0059730999999999534
1,274287863,76397223,76903205,0.005059829999999987
1,274287863,76903206,77472299,0.005690940000000144
1,274287863,77472300,77673521,0.002012219999999787
1,274287863,77673522,78064452,0.003909310000000166
1,274287863,78064453,78322656,0.002582039999999841
1,274287863,78322657,78746469,0.004238130000000173
1,274287863,78746470,78788434,4.196499999998826e-4
1,274287863,78788435,78942618,0.0015418400000000165
1,274287863,78942619,79165908,0.002232900000000093
1,274287863,79165909,79329088,0.001631799999999961
1,274287863,79329089,79563285,0.0023419699999999155
1,274287863,79563286,79570629,7.343999999998019e-5
1,274287863,79570630,81202837,0.016322080000000128
1,274287863,81202838,81339366,0.0013652899999999635
1,274287863,81339367,82255531,0.009161650000000021
1,274287863,82255532,82768020,0.005124890000000049
1,274287863,82768021,83332493,0.005644729999999876
1,274287863,83332494,83750557,0.004180640000000069
1,274287863,83750558,84082502,0.0033194500000000016
1,274287863,84082503,84376735,0.002942329999999882
1,274287863,84376736,84914285,0.0053755000000001996
1,274287863,84914286,85779967,0.008656819999999898
1,274287863,85779968,85917831,0.0013786400000000976
1,274287863,85917832,86730814,0.008129829999999894
1,274287863,86730815,86866199,0.0013538499999999898
1,274287863,86866200,87659552,0.007933530000000077
1,274287863,87659553,88060059,0.004005069999999833
1,274287863,88060060,88146861,8.680200000000804e-4
1,274287863,88146862,89250052,0.011031910000000034
1,274287863,89250053,90733067,0.014830149999999986
1,274287863,90733068,91544293,0.008112259999999982
1,274287863,91544294,93418457,0.018741640000000004
1,274287863,93418458,93461155,4.2698000000007674e-4
1,274287863,93461156,94150122,0.006889669999999848
1,274287863,94150123,94258853,0.0010873100000000635
1,274287863,94258854,94334560,7.570700000000263e-4
1,274287863,94334561,94361593,2.703299999999853e-4
1,274287863,94361594,94551687,0.0019009400000000731
1,274287863,94551688,94583634,3.194699999999884e-4
1,274287863,94583635,94719120,0.0013548599999999578
1,274287863,94719121,94788322,6.920199999999044e-4
1,274287863,94788323,95162035,0.0037371300000000884
1,274287863,95162036,95432827,0.002707919999999975
1,274287863,95432828,95598261,0.0016543399999999764
1,274287863,95598262,95743243,0.001449820000000157
1,274287863,95743244,96165279,0.004220359999999923
1,274287863,96165280,96961933,0.007966539999999966
1,274287863,96961934,96989793,2.786000000000177e-4
1,274287863,96989794,97058188,6.839499999999887e-4
1,274287863,97058189,97122649,6.446099999999344e-4
1,274287863,97122650,97757218,0.006345689999999959
1,274287863,97757219,97861897,0.0010467900000000752
1,274287863,97861898,97904689,4.2792000000002606e-4
1,274287863,97904690,98039351,0.001346619999999965
1,274287863,98039352,98340247,0.0030089600000000605
1,274287863,98340248,98481247,0.0014099999999999113
1,274287863,98481248,98511024,2.97770000000086e-4
1,274287863,98511025,98832695,0.0032167100000000115
1,274287863,98832696,99433580,0.0060088500000000655
1,274287863,99433581,99469765,3.618499999998859e-4
1,274287863,99469766,99504718,3.495299999999313e-4
1,274287863,99504719,100286992,0.00782274000000005
1,274287863,100286993,100466828,0.0017983599999999988
1,274287863,100466829,101207812,0.007409840000000001
1,274287863,101207813,101220415,1.2603000000011022e-4
1,274287863,101220416,102913650,0.01693235000000004
1,274287863,102913651,103103533,0.001898829999999796
1,274287863,103103534,105291264,0.02187731000000004
1,274287863,105291265,105610407,0.003191429999999995
1,274287863,105610408,105662100,5.16930000000082e-4
1,274287863,105662101,106039216,0.0037711599999998846
1,274287863,106039217,106638228,0.005990120000000099
1,274287863,106638229,106714123,7.58950000000036e-4
1,274287863,106714124,106763495,4.937199999999198e-4
1,274287863,106763496,107210818,0.004473230000000106
1,274287863,107210819,107261641,5.082299999998874e-4
1,274287863,107261642,108019838,0.007581969999999938
1,274287863,108019839,108094027,7.418900000000228e-4
1,274287863,108094028,108209776,0.0011574900000002053
1,274287863,108209777,108340862,0.0013108599999998027
1,274287863,108340863,108340887,2.500000000349445e-7
1,274287863,108340888,108400617,5.972999999999118e-4
1,274287863,108400618,108568595,0.0016797800000001306
1,274287863,108568596,108970427,0.004018319999999909
1,274287863,108970428,109023452,5.302500000001764e-4
1,274287863,109023453,109137540,0.0011408799999998998
1,274287863,109137541,109615822,0.0047828199999999654
1,274287863,109615823,109699420,8.359800000001805e-4
1,274287863,109699421,110068475,0.003690549999999959
1,274287863,110068476,110264935,0.001964599999999761
1,274287863,110264936,110311245,4.631000000001606e-4
1,274287863,110311246,110947652,0.006364070000000055
1,274287863,110947653,111133154,0.0018550200000000405
1,274287863,111133155,111582332,0.004491779999999723
1,274287863,111582333,111662017,7.968500000001821e-4
1,274287863,111662018,111932300,0.002702830000000045
1,274287863,111932301,112057329,0.0012502899999999872
1,274287863,112057330,112515695,0.004583659999999989
1,274287863,112515696,112965917,0.004502220000000001
1,274287863,112965918,113346598,0.0038068099999999383
1,274287863,113346599,113471372,0.0012477399999999417
1,274287863,113471373,114036329,0.005649570000000104
1,274287863,114036330,114183384,0.0014705500000000704
1,274287863,114183385,114500248,0.003168639999999945
1,274287863,114500249,114546541,4.6293000000008355e-4
1,274287863,114546542,114573450,2.690899999997498e-4
1,274287863,114573451,116648112,0.02074662000000016
1,274287863,116648113,117134517,0.004864049999999898
1,274287863,117134518,117371417,0.0023690000000000655
1,274287863,117371418,117735952,0.0036453499999999917
1,274287863,117735953,117798401,6.244900000000886e-4
1,274287863,117798402,118004656,0.0020625499999999963
1,274287863,118004657,119302575,0.01297919000000003
1,274287863,119302576,119505578,0.002030029999999794
1,274287863,119505579,119736472,0.002308940000000259
1,274287863,119736473,120045585,0.003091129999999831
1,274287863,120045586,120828664,0.007830790000000087
1,274287863,120828665,121680768,0.00852103999999998
1,274287863,121680769,121952219,0.0027145099999998923
1,274287863,121952220,122125954,0.0017373499999999709
1,274287863,122125955,122630798,0.005048440000000154
1,274287863,122630799,122789864,0.001590659999999966
1,274287863,122789865,123365287,0.005754229999999971
1,274287863,123365288,123368420,3.132999999988506e-5
1,274287863,123368421,123699945,0.003315249999999992
1,274287863,123699946,123995795,0.002958500000000086
1,274287863,123995796,124017483,2.1687999999997487e-4
1,274287863,124017484,124199122,0.001816390000000112
1,274287863,124199123,124333001,0.001338789999999923
1,274287863,124333002,125112608,0.007796069999999933
1,274287863,125112609,125173997,6.138900000001168e-4
1,274287863,125173998,125895939,0.007219419999999976
1,274287863,125895940,126041216,0.0014527699999999921
1,274287863,126041217,127275800,0.012345840000000052
1,274287863,127275801,128711631,0.014358309999999985
1,274287863,128711632,128983841,0.0027221000000001716
1,274287863,128983842,129193803,0.0020996199999998577
1,274287863,129193804,129217218,2.3415000000004405e-4
1,274287863,129217219,129254945,3.7726999999976307e-4
1,274287863,129254946,129354132,9.918700000000058e-4
1,274287863,129354133,130303657,0.009495250000000066
1,274287863,130303658,130398793,9.513600000001787e-4
1,274287863,130398794,130762037,0.003632439999999848
1,274287863,130762038,130829162,6.712499999999011e-4
1,274287863,130829163,131201232,0.0037207000000001322
1,274287863,131201233,131447528,0.002462960000000125
1,274287863,131447529,132002472,0.005549440000000017
1,274287863,132002473,132481475,0.004790029999999668
1,274287863,132481476,132894037,0.004125620000000163
1,274287863,132894038,133696865,0.008028279999999999
1,274287863,133696866,136413390,0.02716524999999992
1,274287863,136413391,138095928,0.01682538
1,274287863,138095929,139207599,0.01111671000000003
1,274287863,139207600,139448016,0.0024041699999999278
1,274287863,139448017,139675946,0.002279300000000317
1,274287863,139675947,139790223,0.0011427699999997376
1,274287863,139790224,139993309,0.0020308600000003008
1,274287863,139993310,140163320,0.0017001099999998104
1,274287863,140163321,140186229,2.2908999999993185e-4
1,274287863,140186230,141098890,0.009126610000000257
1,274287863,141098891,141691193,0.005923029999999718
1,274287863,141691194,142779307,0.010881139999999956
